0,-27.838490333333333,0.6821875,1522.2231655946432,2792.340467093408,0.0,2319.740807895075,0.0,0.0,0.0,0.0,0.0,2615.521285549479,851.34950034229,2623.4429184782284,0.0425000,0.1725000,0.1725000,0.2025000,0.2025000,0.2325000,0.2325000,0.2825000,0.2825000,0.3925000,0.3925000,0.5125000,-27.414734,-28.181509,-28.896057,-27.659718,-25.488686,-29.390238
0,-27.216076833333332,0.57375,0.0,2462.911733290485,0.0,2650.3535925537553,1501.2983035432371,3094.1296525353523,0.0,2312.884559823351,0.0,0.0,969.5729867462346,2566.745316353262,0.0425000,0.0725000,0.0725000,0.1125000,0.1125000,0.2825000,0.2825000,0.3825000,0.3825000,0.5025000,0.5025000,0.5325000,-29.127045,-24.415771,-29.184452,-25.763824,-24.462107,-30.343262
0,-25.8360825,0.76125,0.0,0.0,350.80754022036086,2247.021717881895,276.113668962706,2267.8261035193545,0.0,0.0,272.83864287245405,2375.912596515858,278.26430813277614,2452.5120029632053,0.1425000,0.2725000,0.2725000,0.3825000,0.3825000,0.4125000,0.4125000,0.4425000,0.4425000,0.5525000,0.5525000,0.7125000,-26.794079,-22.332348,-29.901388,-26.19808,-24.943981,-24.846619
0,-29.056227666666665,0.907125,0.0,0.0,164.8919306379797,2276.2188758399575,0.0,0.0,223.11303453299348,2381.862271368332,0.0,1800.3650320705663,0.0,2183.9941804079713,0.0425000,0.0725000,0.0725000,0.2425000,0.2425000,0.2725000,0.2725000,0.3025000,0.3025000,0.3625000,0.3625000,0.4025000,-32.100086,-22.687531,-29.775778,-30.677835,-27.091543,-32.004593
0,-27.36466,0.7921875,85.00255250554089,2264.0252098369697,0.0,1425.5514145873537,0.0,2735.654578700655,255.35764071342246,2505.6542119748246,217.18399790472992,2522.751447058737,252.46463757023713,2453.293016302775,0.0425000,0.0725000,0.0725000,0.1625000,0.1625000,0.3425000,0.3425000,0.5125000,0.5125000,0.5525000,0.5525000,0.7525000,-35.996445,-24.100685,-24.861437,-23.98012,-30.363861,-24.885412
0,-25.660408,0.8710625,0.0,410.7729540992813,331.7507746414629,2447.6894912768016,0.0,2591.2258059022197,208.08511901177016,2507.63127716623,280.9710680570542,2550.002532908636,0.0,0.0,0.0425000,0.0725000,0.0725000,0.1625000,0.1625000,0.3525000,0.3525000,0.4925000,0.4925000,0.6525000,0.6525000,0.7525000,-31.270197,-23.93005,-25.56394,-23.736206,-24.97773,-24.484325
0,-25.970835666666666,0.861125,0.0,0.0,0.0,1325.143310477344,1247.7192511389699,2951.417957027781,252.53583047908512,2456.9899522593864,0.0,0.0,0.0,1499.3039541843846,0.0425000,0.0725000,0.0725000,0.1925000,0.1925000,0.3725000,0.3725000,0.5425000,0.5425000,0.7925000,0.7925000,0.8225000,-30.746592,-22.31354,-25.598177,-24.600611,-23.98984,-28.576254
0,-25.793075666666667,0.9085,170.08973146287917,2198.4455195834435,0.0,0.0,0.0,2772.125956578844,259.2868554930247,1927.8025727955455,0.0,0.0,0.0,0.0,0.0425000,0.0725000,0.0725000,0.1425000,0.1425000,0.3425000,0.3425000,0.4925000,0.4925000,0.6925000,0.6925000,0.7225000,-31.54657,-21.986513,-25.499762,-23.693281,-23.602192,-28.430136
0,-26.081525166666665,1.03525,0.0,0.0,152.1597623427626,2241.7938231525077,0.0,0.0,224.24936121453018,2542.912161764467,240.23684136495413,2597.1598885040275,0.0,0.0,0.0525000,0.0825000,0.0825000,0.2925000,0.2925000,0.4125000,0.4125000,0.6425000,0.6425000,0.7525000,0.7525000,0.9125000,-29.594803,-22.953762,-29.853378,-21.725571,-26.544079,-25.817558
0,-25.209501,1.026,0.0,0.0,0.0,0.0,0.0,2740.0549566633867,241.42888184297837,2477.9515963811696,237.355786893341,2511.756850185917,260.21856631246993,2471.779325763728,0.0425000,0.0725000,0.0725000,0.2825000,0.2825000,0.4625000,0.4625000,0.6725000,0.6725000,0.7925000,0.7925000,0.9625000,-30.062973,-22.870613,-25.87966,-22.122746,-25.203094,-25.11792
