0,0.827125,0.0425000,0.1025000,0.1025000,0.2125000,0.2125000,0.2925000,0.2925000,0.4325000,0.4325000,0.5425000,0.5425000,0.6025000,-25.676226,-25.089317,-26.935539,-24.339813,-25.934381,-23.463766
0,0.7524375,0.0425000,0.0725000,0.0725000,0.2225000,0.2225000,0.2525000,0.2525000,0.3825000,0.3825000,0.5425000,0.5425000,0.6825000,-28.547857,-22.506292,-29.873148,-25.439152,-30.361847,-23.76866
0,0.917125,0.0425000,0.0725000,0.0725000,0.2725000,0.2725000,0.3525000,0.3525000,0.5225000,0.5225000,0.6125000,0.6125000,0.6425000,-25.616583,-22.316347,-28.050644,-25.593718,-29.926405,-25.63147
0,0.680625,0.0425000,0.1025000,0.1025000,0.2125000,0.2125000,0.2425000,0.2425000,0.3325000,0.3325000,0.4625000,0.4625000,0.6125000,-27.014135,-23.827654,-30.610107,-25.123997,-29.448383,-24.515202
0,0.7955625,0.0425000,0.0825000,0.0825000,0.2425000,0.2425000,0.3225000,0.3225000,0.5225000,0.5225000,0.6025000,0.6025000,0.7625000,-28.251648,-23.150791,-27.08136,-23.439508,-30.434341,-24.147263
0,0.579625,0.0425000,0.1125000,0.1125000,0.2425000,0.2425000,0.3225000,0.3225000,0.4025000,0.4025000,0.5125000,0.5125000,0.5425000,-27.051241,-28.566439,-31.525452,-24.702698,-27.819036,-28.039063
0,0.7396875,0.0425000,0.0725000,0.0725000,0.1925000,0.1925000,0.2225000,0.2225000,0.3925000,0.3925000,0.5025000,0.5025000,0.6225000,-28.489426,-24.561892,-31.644236,-23.583176,-26.120289,-23.91272
0,0.833125,0.0425000,0.0925000,0.0925000,0.2725000,0.2725000,0.3225000,0.3225000,0.4125000,0.4125000,0.6225000,0.6225000,0.7825000,-28.593876,-23.663275,-29.054443,-26.211819,-27.202463,-24.431084
0,0.86625,0.0425000,0.0925000,0.0925000,0.2525000,0.2525000,0.2825000,0.2825000,0.4225000,0.4225000,0.5625000,0.5625000,0.7225000,-26.412451,-23.591358,-30.576925,-23.05208,-27.952175,-23.918999
0,0.9538125,0.0425000,0.1225000,0.1225000,0.3425000,0.3425000,0.4025000,0.4025000,0.5725000,0.5725000,0.7625000,0.7625000,0.9025000,-29.749279,-22.268568,-29.298513,-25.299484,-30.529047,-23.279697
0,0.8590625,0.0425000,0.1025000,0.1025000,0.2525000,0.2525000,0.2825000,0.2825000,0.4825000,0.4825000,0.6125000,0.6125000,0.7025000,-26.672293,-22.922081,-30.743082,-23.984833,-27.817739,-24.24802
0,0.840125,0.0425000,0.1025000,0.1025000,0.2725000,0.2725000,0.3125000,0.3125000,0.5025000,0.5025000,0.6225000,0.6225000,0.8025000,-28.560961,-22.605331,-27.560059,-24.064922,-30.420115,-23.261576
0,0.8974375,0.0525000,0.1525000,0.1525000,0.3025000,0.3025000,0.3525000,0.3525000,0.5125000,0.5125000,0.6425000,0.6425000,0.8025000,-26.611595,-25.588339,-29.981861,-24.472404,-27.296265,-23.155464
0,0.85925,0.0425000,0.0925000,0.0925000,0.2225000,0.2225000,0.3025000,0.3025000,0.4025000,0.4025000,0.5425000,0.5425000,0.6825000,-28.943459,-24.210768,-25.97039,-24.375849,-28.843801,-24.5256
0,0.7425625,0.0425000,0.0925000,0.0925000,0.1925000,0.1925000,0.2525000,0.2525000,0.3725000,0.3725000,0.4725000,0.4725000,0.6025000,-27.363079,-25.374966,-26.291824,-24.141037,-27.964069,-23.6313
0,0.6535625,0.0425000,0.0725000,0.0725000,0.1725000,0.1725000,0.2325000,0.2325000,0.3825000,0.3825000,0.4325000,0.4325000,0.5625000,-26.762079,-22.379354,-27.030518,-24.257454,-28.288574,-23.788038
