0,-658.8224,96.39096,47.966076,37.231148,-0.10627069,15.904541,9.356426,6.886278,0.67134464,-3.8203714,-4.7525835,1.7646606,-3.6215954,-0.026440866,0.042594705,0.014272282,0.0051017664,0.02641906,-0.008772619,-0.0048503694,0.015682913,-0.050954856,-0.017427133,0.03785329,0.038665902,0.012251645,-0.05084039,-0.030284451,0.014990615,-0.002223565,0.00404905,0.012472999,-0.0007498767,-0.021915466,-0.03566937,0.0062367194,-0.0010588801,-0.0002690395,0.018881341,-30.7523404,2.495,0.6425000,1.2925000,1.2925000,1.3425000,1.3425000,1.3925000,1.3925000,1.4225000,1.4225000,1.4525000,-29.304932,-35.185009,-33.018993,-29.392172,-26.860596
0,-657.09534,86.22646,37.98394,25.418495,-5.069533,3.5750947,4.4623327,6.665598,3.7263298,3.442709,0.52227813,8.657799,-3.8965394,0.03247343,0.0017142904,-0.015484059,0.04003113,0.07658161,-0.002044312,0.025550315,0.035104617,-0.04975682,0.018115526,0.013344503,-0.04686519,-0.010783559,-0.0244987,0.0058937944,0.011291884,0.016855026,0.02153457,-0.024808697,-0.026373534,-0.022902424,0.0006818191,0.019195009,0.009941989,-0.0039245985,-0.009992321,-27.8180678,2.5,0.5425000,0.8525000,0.8525000,0.9725000,0.9725000,1.3025000,1.3025000,1.3825000,1.3825000,1.5625000,-25.877977,-28.017679,-28.858051,-27.259674,-29.076958
0,-695.3586,89.61439,30.147137,21.189795,-7.7827783,5.289552,2.3497472,8.474366,-0.24947697,-4.065876,1.5183543,1.0446193,-1.4480226,0.044946153,0.030350571,0.0027832452,0.100217886,0.060649604,-0.022679616,-0.059411377,-0.024456609,0.07087427,0.06516727,0.030897534,-0.01916492,-0.007269447,-0.011190725,-0.03437213,0.005515816,0.0104524875,0.007760739,0.009838351,-0.004481145,-0.019424072,0.0016448982,0.04117334,0.013802545,0.008056144,0.012584754,-27.666045399999998,2.095,0.8425000,1.1025000,1.1025000,1.1725000,1.1725000,1.4125000,1.4125000,1.4525000,1.4525000,1.4825000,-25.884493,-26.564732,-29.002197,-29.210266,-27.668539
0,-684.88403,87.24799,40.28052,20.503986,-9.505454,4.177937,2.35254,8.501338,2.4834297,2.0253148,0.87994456,2.299001,-3.3089752,0.108391225,0.06772617,0.0055578835,-0.0056068525,0.03345323,-0.0482071,-0.03953673,0.011110949,0.006637913,0.009090782,0.0112083275,0.0018155444,-0.024666155,-0.03460183,-0.026409775,-0.0085677225,0.024981065,0.038783796,0.020577006,0.007568052,-0.008973725,0.019666484,0.021975333,-0.008928937,-0.015408855,-0.030550983,-30.31059,2.5,0.5225000,0.7625000,0.7625000,0.7925000,0.7925000,1.1225000,1.1225000,1.1725000,1.1725000,1.3325000,-25.880869,-33.123005,-30.311146,-29.505859,-32.732071
0,-670.0846,98.71152,36.360466,23.784113,-3.2987676,1.928557,8.172205,5.8868494,0.4605057,0.50179476,2.1200173,2.5879653,-1.3551873,0.020995226,0.0903646,0.03625146,-0.0018940154,0.041005965,0.03136956,0.009191351,0.008398249,0.030044885,-0.029709391,-0.034660082,0.013190709,-0.0013700798,-0.010195969,-0.000172953,0.025656007,0.023251452,-0.0128454305,0.029046359,0.011413504,-0.0108342,0.012306141,0.0276234,0.011008979,-0.008366665,-0.01308363,-29.6593528,2.195,0.5325000,0.8625000,0.8625000,0.9225000,0.9225000,1.2125000,1.2125000,1.2525000,1.2525000,1.4225000,-26.838423,-30.479248,-30.17408,-30.097839,-30.707174
0,-692.4813,106.27557,30.224781,23.770277,12.039414,-9.697938,7.7505894,11.895956,1.43997,-1.7746502,4.0577664,3.134997,-8.6927595,-0.010217385,0.07091819,0.07620748,0.053456802,0.06017463,0.035847947,-0.022341581,0.072534025,0.018461512,0.0054864055,0.028805776,0.0559085,0.038814064,-0.024707412,0.009725559,-0.0042371848,-0.005991316,-0.00039565846,-0.0062071285,-0.0023655107,-0.008679391,0.012203179,-0.00010577113,0.012726034,0.0038583486,-0.0029413083,-29.9806472,2.495,0.6125000,0.9725000,0.9725000,1.0025000,1.0025000,1.2925000,1.2925000,1.3225000,1.3225000,1.5125000,-26.596218,-34.824299,-28.503124,-32.51001,-27.469585
0,-660.347,80.015976,40.705128,20.906567,-11.986186,5.8482943,3.3661656,9.957479,-0.04207555,-3.0590205,-2.4268088,4.1051874,1.1845167,0.029178316,0.12655464,0.09898423,0.08315083,-0.010190755,-0.06777446,-0.07569238,-0.0031246967,-0.010811871,-0.036361586,0.04343964,-0.04143005,-0.0038868173,0.0070349644,-0.008904215,0.03998971,-0.0050663566,-0.020163987,0.006414001,0.00475046,-0.028284892,-0.0134046925,0.0369144,0.015724592,0.023267157,0.005727137,-28.9535334,1.895,0.4125000,0.4425000,0.4425000,0.5025000,0.5025000,0.6925000,0.6925000,0.8725000,0.8725000,1.3825000,-30.365438,-27.993795,-27.228413,-28.310886,-30.869135
0,-622.6022,87.88628,39.587387,22.922457,-8.538779,8.65441,5.238905,7.3224297,0.5897824,-1.6203141,1.6785907,7.568804,0.59754086,-0.0019756786,0.12769684,0.18595281,0.09115771,-0.009776627,-0.14475167,-0.11150724,-0.012785347,-0.01313527,0.06532293,0.118992485,0.04795797,0.09990049,-0.08152983,0.0056958883,-0.004383753,-0.0203287,0.010909163,-0.002095998,0.008390565,-0.015263978,0.019211302,0.0013382903,-0.0059396327,-0.010323651,-0.030285966,-29.0746572,1.795,0.5125000,0.7025000,0.7025000,1.0625000,1.0625000,1.1925000,1.1925000,1.2225000,1.2225000,1.2725000,-26.130358,-32.159634,-29.970045,-31.067545,-26.045704
0,-668.35614,87.662025,42.869576,24.279737,-11.519349,6.493172,3.5873332,6.3529706,4.248193,-2.3290641,-2.302646,5.3015037,-3.9373233,0.09366668,0.1065072,0.028749576,0.030111186,0.03342402,-0.023275528,0.0019397727,0.07030477,0.0066104913,0.03881802,0.04005617,0.03343529,0.0408291,-0.028956154,-0.004609494,0.010056266,0.01597077,0.024766563,-0.026538419,0.001918856,-0.010757759,-0.0009076859,-0.0046664122,0.0026761545,0.012842543,-0.029097445,-31.045747000000002,2.295,0.5825000,0.9125000,0.9125000,0.9425000,0.9425000,1.4025000,1.4025000,1.4325000,1.4325000,1.4925000,-24.89967,-31.762857,-30.373621,-38.462566,-29.730021
0,-687.7571,91.14069,41.13568,25.66067,-7.1907325,1.068981,4.6551933,8.282273,1.3076563,2.7741165,-0.0661193,4.681659,-2.2223694,-0.04191954,0.036267217,0.11663471,0.09351817,0.064954534,-0.032878265,-0.010749621,0.02989033,-0.03680434,0.02910648,0.00040665644,0.038262945,0.042951707,-0.05037666,0.016338686,-0.0043941247,-0.010753859,0.004514125,-0.019283885,0.012516083,-0.005998834,0.031213287,-0.0051316055,0.0001566886,0.036576696,-0.004428337,-29.7760234,1.995,0.5425000,1.0525000,1.0525000,1.1525000,1.1525000,1.2525000,1.2525000,1.2825000,1.2825000,1.3125000,-27.703922,-33.359642,-31.405176,-29.021484,-27.389893
