0,-25.994762666666666
0,-25.518507333333332
0,-27.133218833333334
0,-25.95173966666667
0,-24.464618666666667
0,-24.230031166666667
0,-27.531348666666666
0,-24.693124
0,-26.016052166666668
0,-24.735902833333334
0,-24.75192566666667
0,-26.7252655
0,-26.208609833333334
0,-27.603995333333334
0,-27.843591166666666
0,-27.212780333333335
0,-26.346964
0,-25.676819833333333
0,-26.3430655
0,-27.073343833333332
0,-27.767518
0,-27.39430133333333
0,-25.484157166666666
0,-26.3815095
0,-29.078362833333333
0,-27.002066
0,-26.218468
0,-28.07598433333333
0,-26.297045333333333
0,-26.93247016666667
0,-27.755821666666666
0,-27.278902333333335
0,-26.396545500000002
0,-26.533653666666666
0,-25.662484499999998
0,-27.64457833333333
0,-25.382886833333334
0,-25.279587666666664
0,-26.487499833333334
0,-28.007148333333333
0,-24.104391833333334
0,-26.883015333333333
0,-25.851624666666666
0,-26.298806833333334
0,-26.497423166666668
0,-25.841588833333333
0,-24.946371666666668
1,-26.17335
1,-25.587192333333334
1,-25.3381185
1,-24.883311166666665
1,-26.793395833333335
1,-27.5724865
1,-26.000700333333334
1,-25.995676500000002
1,-27.1337765
1,-27.440733333333334
1,-26.1115645
1,-26.306347166666665
1,-27.6821425
1,-26.53928283333333
1,-26.402485666666667
1,-28.1346795
1,-25.689874166666666
1,-26.5207685
1,-26.743572166666667
1,-26.001394666666666
1,-26.594370833333333
1,-26.464987333333333
1,-25.565183333333334
1,-27.427857
1,-26.961796333333332
1,-24.7118395
1,-26.539370833333333
1,-25.804600999999998
1,-25.160528833333334
1,-26.641852
1,-26.297991833333334
1,-25.173411833333333
1,-28.74522783333333
1,-26.432931166666666
1,-26.786350333333335
1,-26.7413525
1,-26.311118333333333
1,-25.531639166666668
