0,0.0425000,0.0825000,0.0825000,0.1125000,0.1125000,0.2825000,0.2825000,0.3125000,0.3125000,0.3425000,-29.921545,-27.064371,-25.691166,-25.08201,-24.944742
0,0.0425000,0.0725000,0.0725000,0.1025000,0.1025000,0.1325000,0.1325000,0.1625000,0.1625000,0.1925000,-30.816439,-26.623932,-27.414663,-25.295542,-28.061136
0,0.0525000,0.0825000,0.0825000,0.3225000,0.3225000,0.8025000,0.8025000,0.8325000,0.8325000,0.8625000,-25.736383,-23.227264,-25.360447,-30.111124,-25.535238
0,0.2025000,0.2325000,0.2325000,0.4225000,0.4225000,0.9725000,0.9725000,1.0025000,1.0025000,1.0325000,-28.661163,-24.064713,-24.530909,-30.983316,-29.955566
0,0.0425000,0.0825000,0.0825000,0.2825000,0.2825000,0.5325000,0.5325000,0.6725000,0.6725000,0.7125000,-27.36661,-23.974548,-26.449923,-22.349966,-22.243469
0,0.0425000,0.0725000,0.0725000,0.3525000,0.3525000,0.5625000,0.5625000,0.5925000,0.5925000,0.6225000,-30.521708,-24.163406,-26.849703,-26.313721,-25.204996
0,0.0425000,0.1125000,0.1125000,0.3925000,0.3925000,0.6325000,0.6325000,0.6925000,0.6925000,0.7825000,-27.271067,-24.664068,-26.108732,-23.962606,-21.878567
0,0.0525000,0.0825000,0.0825000,0.2425000,0.2425000,0.4725000,0.4725000,0.5025000,0.5025000,0.5325000,-25.638336,-23.942055,-27.303225,-26.001993,-23.096884
0,0.0425000,0.1025000,0.1025000,0.3625000,0.3625000,0.6325000,0.6325000,0.6625000,0.6625000,0.9025000,-27.406683,-24.626125,-26.4519,-25.58024,-23.053442
0,0.5325000,0.5625000,0.5625000,0.5925000,0.5925000,0.6225000,0.6225000,0.6625000,0.6625000,0.7125000,-29.205933,-27.300253,-27.625528,-22.318176,-22.92976
0,0.0425000,0.1125000,0.1125000,0.3825000,0.3825000,0.5725000,0.5725000,0.6225000,0.6225000,0.7425000,-27.909986,-24.331459,-24.95546,-37.772362,-27.138
0,0.4425000,0.4725000,0.4725000,0.7225000,0.7225000,0.9925000,0.9925000,1.0725000,1.0725000,1.1925000,-29.204834,-22.189995,-25.482132,-24.6008,-23.303772
0,0.1925000,0.2225000,0.2225000,0.2725000,0.2725000,0.4725000,0.4725000,0.5025000,0.5025000,0.5325000,-26.260946,-27.075872,-25.444891,-25.729898,-24.812744
0,0.4425000,0.4725000,0.4725000,0.6825000,0.6825000,0.9925000,0.9925000,1.0225000,1.0225000,1.0525000,-28.195333,-22.740665,-25.574093,-33.943523,-26.932047
0,0.5325000,0.5625000,0.5625000,0.5925000,0.5925000,0.6225000,0.6225000,0.6625000,0.6625000,0.7225000,-30.393839,-25.828775,-27.183756,-23.02832,-23.366373
0,0.4525000,0.4825000,0.4825000,0.7025000,0.7025000,1.1125000,1.1125000,1.1425000,1.1425000,1.1725000,-25.861288,-23.5795,-24.841234,-28.043863,-27.540283
0,0.4825000,0.5125000,0.5125000,0.7625000,0.7625000,1.0725000,1.0725000,1.1425000,1.1425000,1.1725000,-26.318686,-22.92329,-26.175478,-28.006174,-28.46932
0,0.0725000,0.1025000,0.1025000,0.3525000,0.3525000,0.4725000,0.4725000,0.6225000,0.6225000,0.7125000,-34.159725,-23.846603,-27.139288,-22.030256,-25.497166
0,0.4225000,0.4525000,0.4525000,0.6525000,0.6525000,0.7925000,0.7925000,0.8525000,0.8525000,0.9525000,-28.165323,-23.448517,-26.07291,-23.398417,-22.461376
0,0.0425000,0.0825000,0.0825000,0.2925000,0.2925000,0.5025000,0.5025000,0.6225000,0.6225000,0.6725000,-28.561213,-24.600185,-25.481945,-23.559427,-23.820044
0,0.4625000,0.4925000,0.4925000,0.7125000,0.7125000,0.9125000,0.9125000,1.1125000,1.1125000,1.1525000,-28.512045,-25.402372,-24.829798,-23.754993,-30.679993
0,0.0425000,0.0725000,0.0725000,0.1625000,0.1625000,0.1925000,0.1925000,0.2225000,0.2225000,0.2725000,-31.774422,-24.486731,-29.102304,-24.575623,-26.729883
0,0.0425000,0.0725000,0.0725000,0.2025000,0.2025000,0.5225000,0.5225000,0.5725000,0.5725000,0.6025000,-31.359795,-23.167011,-24.91848,-24.020435,-23.960123
0,0.0425000,0.0925000,0.0925000,0.2825000,0.2825000,0.5625000,0.5625000,0.7125000,0.7125000,0.7525000,-28.772913,-23.040686,-24.599516,-22.625643,-24.617584
0,0.0425000,0.0725000,0.0725000,0.2925000,0.2925000,0.5525000,0.5525000,0.6825000,0.6825000,0.7425000,-31.047106,-23.888872,-24.281485,-22.348942,-24.948486
0,0.0425000,0.1125000,0.1125000,0.3025000,0.3025000,0.5125000,0.5125000,0.6625000,0.6625000,0.7825000,-29.130369,-23.982059,-26.502892,-25.736214,-24.738068
0,0.5225000,0.5625000,0.5625000,0.6325000,0.6325000,0.7225000,0.7225000,0.8925000,0.8925000,1.0825000,-30.449738,-27.989241,-26.373739,-26.571484,-27.960745
0,0.3425000,0.4225000,0.4225000,0.7225000,0.7225000,0.8825000,0.8825000,1.0425000,1.0425000,1.0825000,-29.683884,-27.237804,-25.721848,-23.703308,-27.623657
0,0.5825000,0.6425000,0.6425000,0.7125000,0.7125000,0.8125000,0.8125000,0.9125000,0.9125000,1.1925000,-30.121622,-27.237881,-26.205456,-25.740833,-26.857771
0,0.4825000,0.5425000,0.5425000,0.6525000,0.6525000,0.7425000,0.7425000,0.8825000,0.8825000,1.1425000,-31.129883,-25.913696,-26.570137,-25.28384,-26.650297
0,0.3925000,0.4525000,0.4525000,0.5725000,0.5725000,0.6025000,0.6025000,0.7525000,0.7525000,0.9425000,-29.761209,-26.192698,-28.902182,-24.813639,-24.706337
0,0.6425000,0.6825000,0.6825000,1.0825000,1.0825000,1.1225000,1.1225000,1.2625000,1.2625000,1.3025000,-30.189392,-23.077951,-30.291443,-23.638706,-28.904541
0,0.6325000,0.7025000,0.7025000,0.8325000,0.8325000,0.8825000,0.8825000,1.0625000,1.0625000,1.3125000,-29.8848,-25.106173,-32.522633,-24.80085,-26.031641
0,1.2525000,1.2925000,1.2925000,1.4325000,1.4325000,1.4725000,1.4725000,1.6725000,1.6725000,1.8925000,-32.246582,-25.89617,-32.835693,-26.611401,-25.165438
0,0.3425000,0.3725000,0.3725000,0.5025000,0.5025000,0.5925000,0.5925000,0.7525000,0.7525000,0.9925000,-33.619671,-24.997414,-26.924248,-25.928719,-27.446081
0,0.6825000,0.7225000,0.7225000,0.8325000,0.8325000,0.8825000,0.8825000,1.0225000,1.0225000,1.3025000,-31.097595,-26.682716,-35.486256,-27.265276,-29.718637
0,0.6225000,0.6525000,0.6525000,0.7325000,0.7325000,0.8325000,0.8325000,1.0125000,1.0125000,1.2525000,-33.258503,-25.619263,-27.207752,-25.257149,-26.509012
0,0.7725000,0.8025000,0.8025000,0.8925000,0.8925000,1.0125000,1.0125000,1.2225000,1.2225000,1.4325000,-35.414875,-27.684217,-26.152445,-25.698032,-26.613514
0,0.5925000,0.6225000,0.6225000,0.7325000,0.7325000,0.8425000,0.8425000,1.0125000,1.0125000,1.2725000,-30.336508,-24.962481,-26.42173,-25.214169,-26.892155
0,0.6325000,0.6925000,0.6925000,1.0325000,1.0325000,1.1225000,1.1225000,1.2925000,1.2925000,1.3225000,-30.505331,-26.226265,-28.030815,-23.904943,-28.123047
0,0.5125000,0.5425000,0.5425000,0.6625000,0.6625000,0.7325000,0.7325000,0.8925000,0.8925000,1.1925000,-36.013996,-25.629822,-27.282278,-27.181244,-26.320906
